SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,RBIRTH2021,RDEATH2021,RNATURALCHG2021,RINTERNATIONALMIG2021,RDOMESTICMIG2021,RNETMIG2021
50,3,5,13,79,Georgia,Crawford County,12130,12100,12153,-30,53,31,85,45,161,-14,-76,0,0,-15,129,-15,129,-1,0,99,99,99,7.009442131,13.27670804,-6.267265905,0,10.63785923,10.63785923
50,3,5,13,81,Georgia,Crisp County,20128,20042,19879,-86,-163,66,240,91,321,-25,-81,0,0,-60,-86,-60,-86,-1,4,281,281,281,12.0237469,16.08176148,-4.058014579,0,-4.308509306,-4.308509306
50,3,5,13,83,Georgia,Dade County,16251,16224,16326,-27,102,38,138,67,237,-29,-99,0,0,3,201,3,201,-1,0,956,956,956,8.479262673,14.56221198,-6.082949309,0,12.35023042,12.35023042
50,3,5,13,85,Georgia,Dawson County,26798,27047,28497,249,1450,57,312,58,280,-1,32,0,5,251,1434,251,1439,-1,-21,90,90,90,11.23433674,10.08209708,1.152239666,0.180037448,51.63474003,51.81477747
50,3,5,13,87,Georgia,Decatur County,29367,29338,29038,-29,-300,97,331,115,429,-18,-98,3,5,-14,-209,-11,-204,0,2,1105,1105,1105,11.34027683,14.69782102,-3.357544196,0.171303275,-7.160476908,-6.989173633
50,3,5,13,89,Georgia,DeKalb County,764382,763831,757718,-551,-6113,2298,10049,1466,6134,832,3915,127,1506,-1531,-11455,-1404,-9949,21,-79,11569,11569,11569,13.2089075,8.062835965,5.146071536,1.979561618,-15.05702412,-13.07746251
50,3,5,13,91,Georgia,Dodge County,19925,19849,19759,-76,-90,43,194,82,317,-39,-123,0,6,-36,24,-36,30,-1,3,1664,1664,1664,9.796000808,16.0068673,-6.210866492,0.302969097,1.211876389,1.514845486
50,3,5,13,93,Georgia,Dooly County,11208,11142,10885,-66,-257,27,108,49,210,-22,-102,0,1,-43,-155,-43,-154,-1,-1,1480,1480,1480,9.806147001,19.06750806,-9.261361057,0.090797657,-14.0736369,-13.98283924
50,3,5,13,95,Georgia,Dougherty County,85790,85366,84844,-424,-522,266,1152,314,1190,-48,-38,0,18,-377,-516,-377,-498,1,14,4313,4313,4313,13.53621996,13.98272722,-0.446507256,0.211503437,-6.063098525,-5.851595088
50,3,5,13,97,Georgia,Douglas County,144237,144497,145814,260,1317,407,1631,335,1269,72,362,0,48,181,893,181,941,7,14,998,998,998,11.23622598,8.742348723,2.493877256,0.330679857,6.152023175,6.482703032
50,3,5,13,99,Georgia,Early County,10854,10813,10619,-41,-194,25,126,37,168,-12,-42,0,2,-29,-153,-29,-151,0,-1,133,133,133,11.7581187,15.6774916,-3.9193729,0.186636805,-14.27771557,-14.09107876
50,3,5,13,101,Georgia,Echols County,3697,3696,3699,-1,3,10,47,18,26,-8,21,0,0,7,-18,7,-18,0,0,0,0,0,12.71129141,7.031778229,5.679513185,0,-4.868154158,-4.868154158
50,3,5,13,103,Georgia,Effingham County,64769,65150,66741,381,1591,211,773,115,589,96,184,0,13,280,1408,280,1421,5,-14,523,523,523,11.72180058,8.931617775,2.790182803,0.197132481,21.35096405,21.54809653
50,3,5,13,105,Georgia,Elbert County,19637,19627,19579,-10,-48,33,211,93,337,-60,-126,0,1,52,74,52,75,-2,3,246,246,246,10.76365862,17.19124624,-6.427587614,0.0510126,3.774932408,3.825945008
50,3,5,13,107,Georgia,Emanuel County,22768,22730,22716,-38,-14,65,272,82,352,-17,-80,0,0,-21,62,-21,62,0,4,1307,1307,1307,11.97025041,15.49091229,-3.520661884,0,2.72851296,2.72851296
50,3,5,13,109,Georgia,Evans County,10774,10757,10672,-17,-85,33,131,40,152,-7,-21,0,3,-9,-67,-9,-64,-1,0,392,392,392,12.22642214,14.18638294,-1.959960801,0.2799944,-6.253208269,-5.973213869
50,3,5,13,111,Georgia,Fannin County,25319,25396,25817,77,421,44,180,121,400,-77,-220,0,-1,159,648,159,647,-5,-6,90,90,90,7.029465175,15.62103372,-8.591568547,-0.039052584,25.30607463,25.26702205
50,3,5,13,113,Georgia,Fayette County,119194,119441,120574,247,1133,204,851,269,1082,-65,-231,-1,71,322,1303,321,1374,-9,-10,449,449,449,7.091223465,9.01610316,-1.924879695,0.59162969,10.85765473,11.44928442
50,3,5,13,115,Georgia,Floyd County,98584,98593,98771,9,178,248,1076,320,1349,-72,-273,4,86,79,346,83,432,-2,19,3551,3551,3551,10.90371091,13.67017288,-2.766461969,0.871486188,3.506211873,4.37769806
50,3,5,13,117,Georgia,Forsyth County,251283,252786,260206,1503,7420,567,2224,358,1716,209,508,5,232,1275,6755,1280,6987,14,-75,559,559,559,8.670700518,6.69016281,1.980537708,0.904497536,26.33569334,27.24019088
50,3,5,13,119,Georgia,Franklin County,23424,23429,23785,5,356,67,288,108,369,-41,-81,0,13,46,429,46,442,0,-5,745,745,745,12.19977125,15.63095692,-3.431185665,0.550684119,18.17257593,18.72326005
50,3,5,13,121,Georgia,Fulton County,1066710,1069023,1065334,2313,-3689,2686,11798,1939,9072,747,2726,85,1236,1409,-7786,1494,-6550,72,135,33377,33377,33377,11.05532017,8.500920886,2.554399288,1.158194248,-7.29587412,-6.137679873
50,3,5,13,123,Georgia,Gilmer County,31353,31429,32026,76,597,67,305,105,451,-38,-146,-1,16,118,735,117,751,-3,-8,114,114,114,9.613111654,14.21479789,-4.601686234,0.504294382,23.16602317,23.67031755
50,3,5,13,125,Georgia,Glascock County,2884,2883,2919,-1,36,6,29,14,36,-8,-7,0,0,8,43,8,43,-1,0,64,64,64,9.996552913,12.40951396,-2.412961048,0,14.82247501,14.82247501
50,3,5,13,127,Georgia,Glynn County,84499,84470,84739,-29,269,182,835,280,1134,-98,-299,0,19,74,538,74,557,-5,11,1313,1313,1313,9.869451389,13.40354237,-3.534090976,0.224574343,6.358999817,6.58357416
50,3,5,13,129,Georgia,Gordon County,57544,57696,58237,152,541,161,655,170,684,-9,-29,0,39,159,526,159,565,2,5,537,537,537,11.29962996,11.79991892,-0.50028896,0.672802395,9.074206654,9.747009048
50,3,5,13,131,Georgia,Grady County,26236,26221,25918,-15,-303,66,291,52,322,14,-31,0,2,-29,-273,-29,-271,0,-1,196,196,196,11.16246955,12.35159861,-1.189129059,0.076718004,-10.47200752,-10.39528951
50,3,5,13,133,Georgia,Greene County,18915,19025,19536,110,511,29,162,53,295,-24,-133,0,12,136,641,136,653,-2,-9,143,143,143,8.402271725,15.30043308,-6.898161355,0.622390498,33.24602578,33.86841628
50,3,5,13,135,Georgia,Gwinnett County,957062,957801,964546,739,6745,2721,10585,1439,5835,1282,4750,119,1167,-742,681,-623,1848,80,147,4760,4760,4760,11.01257994,6.070704197,4.941875738,1.214140839,0.708508922,1.922649761
50,3,5,13,137,Georgia,Habersham County,46031,46105,46774,74,669,125,460,172,551,-47,-91,7,43,115,721,122,764,-1,-4,2303,2303,2303,9.905360738,11.86489949,-1.959538755,0.925935895,15.52557629,16.45151218
50,3,5,13,139,Georgia,Hall County,203136,203589,207369,453,3780,614,2503,522,2022,92,481,2,83,356,3221,358,3304,3,-5,2663,2663,2663,12.18129347,9.840421649,2.340871817,0.403934222,15.67556782,16.07950204
50,3,5,13,141,Georgia,Hancock County,8735,8722,8630,-13,-92,14,53,51,167,-37,-114,0,0,26,21,26,21,-2,1,1305,1305,1305,6.108805901,19.24850161,-13.13969571,0,2.420470263,2.420470263
50,3,5,13,143,Georgia,Haralson County,29919,29985,30572,66,587,85,379,143,438,-58,-59,-1,-1,125,655,124,654,0,-8,269,269,269,12.51713262,14.46570999,-1.948577373,-0.033026735,21.63251152,21.59948478
50,3,5,13,145,Georgia,Harris County,34668,34927,35626,259,699,72,286,56,406,16,-120,1,-1,243,831,244,830,-1,-11,305,305,305,8.107380267,11.50907828,-3.401698014,-0.028347483,23.55675875,23.52841127
50,3,5,13,147,Georgia,Hart County,25828,25866,26409,38,543,57,235,79,402,-22,-167,0,2,63,716,63,718,-3,-8,564,564,564,8.990913439,15.38020086,-6.389287422,0.076518412,27.39359158,27.47011
50,3,5,13,149,Georgia,Heard County,11412,11465,11565,53,100,44,111,32,136,12,-25,0,0,40,124,40,124,1,1,59,59,59,9.639600521,11.81068172,-2.171081198,0,10.76856274,10.76856274
50,3,5,13,151,Georgia,Henry County,240712,241818,245235,1106,3417,617,2560,459,2081,158,479,-1,45,938,2904,937,2949,11,-11,887,887,887,10.51220298,8.545271254,1.96693173,0.184784818,11.92478026,12.10956508
50,3,5,13,153,Georgia,Houston County,163633,164242,166829,609,2587,470,1922,402,1593,68,329,2,25,533,2238,535,2263,6,-5,1481,1481,1481,11.61080252,9.623313428,1.987489088,0.151025007,13.5197586,13.67078361
50,3,5,13,155,Georgia,Irwin County,9666,9643,9618,-23,-25,24,100,34,128,-10,-28,-1,0,-13,1,-14,1,1,2,1141,1141,1141,10.38367686,13.29110638,-2.907429521,0,0.103836769,0.103836769
50,3,5,13,157,Georgia,Jackson County,75907,76712,80286,805,3574,213,905,180,796,33,109,-1,14,768,3505,767,3519,5,-54,639,639,639,11.52880928,10.14025656,1.38855272,0.178346221,44.65025032,44.82859654
50,3,5,13,159,Georgia,Jasper County,14588,14638,15278,50,640,30,147,50,185,-20,-38,0,2,69,689,69,691,1,-13,77,77,77,9.827517048,12.36796363,-2.540446584,0.133707715,46.0623078,46.19601551
50,3,5,13,161,Georgia,Jeff Davis County,14779,14777,14872,-2,95,40,193,61,196,-21,-3,0,2,19,93,19,95,0,3,51,51,51,13.01898884,13.22135654,-0.202367702,0.134911801,6.273398766,6.408310567
50,3,5,13,163,Georgia,Jefferson County,15709,15658,15524,-51,-134,40,174,82,260,-42,-86,0,1,-8,-51,-8,-50,-1,2,579,579,579,11.16028478,16.6762876,-5.516002822,0.064139568,-3.271117953,-3.206978385
50,3,5,13,165,Georgia,Jenkins County,8674,8662,8639,-12,-23,11,95,25,130,-14,-35,0,8,2,3,2,11,0,1,1112,1112,1112,10.98202416,15.02803306,-4.046008901,0.924802035,0.346800763,1.271602798
50,3,5,13,167,Georgia,Johnson County,9189,9168,9160,-21,-8,20,110,37,137,-17,-27,0,0,-4,19,-4,19,0,0,1502,1502,1502,12.00349193,14.94980358,-2.946311654,0,2.073330423,2.073330423
50,3,5,13,169,Georgia,Jones County,28347,28356,28400,9,44,53,237,91,328,-38,-91,0,1,49,132,49,133,-2,2,195,195,195,8.351539925,11.55824935,-3.206709423,0.035238565,4.651490591,4.686729156
50,3,5,13,171,Georgia,Lamar County,18500,18550,19080,50,530,48,199,62,267,-14,-68,0,3,64,603,64,606,0,-8,1013,1013,1013,10.57666755,14.19080521,-3.614137656,0.15944725,32.04889716,32.20834441
50,3,5,13,173,Georgia,Lanier County,9877,9916,9907,39,-9,27,130,21,137,6,-7,0,6,32,-10,32,-4,1,2,153,153,153,13.11607728,13.8223276,-0.706250315,0.605357413,-1.008929022,-0.403571609
50,3,5,13,175,Georgia,Laurens County,49570,49497,49547,-73,50,138,557,196,688,-58,-131,0,4,-14,168,-14,172,-1,9,1157,1157,1157,11.24752635,13.89281531,-2.645288962,0.080772182,3.392431647,3.473203829
50,3,5,13,177,Georgia,Lee County,33163,33179,33411,16,232,79,324,99,301,-20,23,0,5,35,200,35,205,1,4,941,941,941,9.73119087,9.040396456,0.690794414,0.150172699,6.006907944,6.157080643
50,3,5,13,179,Georgia,Liberty County,65256,65220,65711,-36,491,325,1445,136,424,189,1021,3,-19,-232,-516,-229,-535,4,5,2375,2375,2375,22.07269478,6.476693831,15.59600095,-0.290229205,-7.882014191,-8.172243395
50,3,5,13,181,Georgia,Lincoln County,7690,7704,7749,14,45,14,67,21,116,-7,-49,0,0,23,94,23,94,-2,0,38,38,38,8.671455381,15.01326603,-6.341810652,0,12.16592248,12.16592248
50,3,5,13,183,Georgia,Long County,16168,16287,17152,119,865,69,245,31,140,38,105,2,-6,78,778,80,772,1,-12,177,177,177,14.65354825,8.373456144,6.280092108,-0.358862406,46.532492,46.17362959
50,3,5,13,185,Georgia,Lowndes County,118251,118316,119276,65,960,365,1587,303,1154,62,433,3,23,-5,480,-2,503,5,24,5899,5899,5899,13.35903566,9.714131789,3.644903869,0.193609212,4.040540086,4.234149298
50,3,5,13,187,Georgia,Lumpkin County,33488,33596,34278,108,682,67,266,91,345,-24,-79,0,8,133,759,133,767,-1,-6,2940,2940,2940,7.838052863,10.16589563,-2.327842767,0.235730913,22.36497039,22.6007013
50,3,5,13,189,Georgia,McDuffie County,21632,21587,21633,-45,46,58,259,70,297,-12,-38,0,-5,-32,86,-32,81,-1,3,235,235,235,11.98519204,13.74363721,-1.758445164,-0.231374364,3.979639056,3.748264692
50,3,5,13,191,Georgia,McIntosh County,10975,10982,11123,7,141,19,102,35,192,-16,-90,0,2,25,231,25,233,-2,-2,17,17,17,9.228681294,17.37163538,-8.142954083,0.180954535,20.90024881,21.08120335
50,3,5,13,193,Georgia,Macon County,12082,12021,12004,-61,-17,27,132,46,159,-19,-27,0,0,-41,8,-41,8,-1,2,1663,1663,1663,10.98855359,13.23621228,-2.247658689,0,0.665972945,0.665972945
50,3,5,13,195,Georgia,Madison County,30120,30263,30885,143,622,93,381,75,356,18,25,0,-2,125,604,125,602,0,-5,193,193,193,12.46156865,11.64388042,0.817688232,-0.065415059,19.75534768,19.68993262
50,3,5,13,197,Georgia,Marion County,7498,7520,7440,22,-80,16,82,22,103,-6,-21,0,0,29,-58,29,-58,-1,-1,17,17,17,10.96256685,13.77005348,-2.807486631,0,-7.754010695,-7.754010695
50,3,5,13,199,Georgia,Meriwether County,20613,20619,20793,6,174,57,240,80,312,-23,-72,0,0,30,248,30,248,-1,-2,173,173,173,11.59084323,15.0680962,-3.47725297,0,11.97720468,11.97720468
50,3,5,13,201,Georgia,Miller County,6000,5987,5919,-13,-68,12,63,20,89,-8,-26,0,0,-5,-40,-5,-40,0,-2,124,124,124,10.58289938,14.95044515,-4.367545775,0,-6.719301193,-6.719301193
50,3,5,13,205,Georgia,Mitchell County,21755,21677,21521,-78,-156,67,206,92,296,-25,-90,0,2,-53,-72,-53,-70,0,4,2041,2041,2041,9.537478587,13.70433816,-4.166859577,0.09259688,-3.333487661,-3.240890782
50,3,5,13,207,Georgia,Monroe County,27957,28046,28712,89,666,63,236,94,405,-31,-169,0,1,121,847,121,848,-1,-13,1057,1057,1057,8.316008316,14.27111597,-5.95510765,0.035237323,29.8460129,29.88125022
50,3,5,13,209,Georgia,Montgomery County,8610,8577,8653,-33,76,22,92,21,118,1,-26,0,0,-34,102,-34,102,0,0,698,698,698,10.67904817,13.69704005,-3.017991875,0,11.83981428,11.83981428
50,3,5,13,211,Georgia,Morgan County,20097,20174,20635,77,461,56,187,70,222,-14,-35,0,3,92,500,92,503,-1,-7,145,145,145,9.164645054,10.87995295,-1.715307898,0.147026391,24.50439854,24.65142493
50,3,5,13,213,Georgia,Murray County,39973,39938,39951,-35,13,101,433,142,490,-41,-57,0,-1,5,63,5,62,1,8,211,211,211,10.84004056,12.26702049,-1.426979935,-0.025034736,1.577188349,1.552153613
50,3,5,13,215,Georgia,Muscogee County,206922,206960,205617,38,-1343,691,2720,544,2283,147,437,14,83,-128,-1875,-114,-1792,5,12,7075,7075,7075,13.18541751,11.06702506,2.118392446,0.402349137,-9.089212438,-8.686863301
50,3,5,13,217,Georgia,Newton County,112483,112780,115355,297,2575,334,1293,295,1168,39,125,0,27,254,2449,254,2476,4,-26,1484,1484,1484,11.33539352,10.23955114,1.095842374,0.236701953,21.46974379,21.70644575
50,3,5,13,219,Georgia,Oconee County,41799,42021,43023,222,1002,100,322,82,331,18,-9,4,8,201,1015,205,1023,-1,-12,125,125,125,7.57255068,7.784205823,-0.211655143,0.188137905,23.86999671,24.05813461
50,3,5,13,221,Georgia,Oglethorpe County,14825,14865,15140,40,275,40,136,48,201,-8,-65,0,2,49,341,49,343,-1,-3,141,141,141,9.065155807,13.39776704,-4.332611231,0.133311115,22.72954508,22.86285619
50,3,5,13,223,Georgia,Paulding County,168661,169660,173780,999,4120,488,1851,337,1385,151,466,-1,36,836,3649,835,3685,13,-31,383,383,383,10.7791754,8.065455393,2.713720009,0.209643606,21.24970883,21.45935243
50,3,5,13,225,Georgia,Peach County,27981,28035,28417,54,382,85,333,88,305,-3,28,0,-1,56,355,56,354,1,0,1415,1415,1415,11.79763339,10.80564019,0.991993198,-0.035428328,12.57705661,12.54162829
50,3,5,13,227,Georgia,Pickens County,33216,33333,34024,117,691,68,277,95,440,-27,-163,0,-2,147,865,147,863,-3,-9,346,346,346,8.224831866,13.06471488,-4.839883011,-0.059385068,25.68404175,25.62465668
50,3,5,13,229,Georgia,Pierce County,19716,19722,19976,6,254,60,214,75,264,-15,-50,0,-2,21,307,21,305,0,-1,122,122,122,10.78139957,13.30041816,-2.51901859,-0.100760744,15.46677415,15.3660134
50,3,5,13,231,Georgia,Pike County,18889,18935,19477,46,542,48,202,47,218,1,-16,0,0,46,566,46,566,-1,-8,196,196,196,10.5175466,11.3506196,-0.833072998,0,29.46995731,29.46995731
50,3,5,13,233,Georgia,Polk County,42853,42925,43496,72,571,143,565,120,600,23,-35,0,16,48,592,48,608,1,-2,305,305,305,13.07552563,13.88551394,-0.809988313,0.370280372,13.70037375,14.07065412
50,3,5,13,235,Georgia,Pulaski County,9855,9863,9917,8,54,22,104,30,154,-8,-50,0,0,16,104,16,104,0,0,985,985,985,10.5156724,15.57128413,-5.055611729,0,10.5156724,10.5156724
50,3,5,13,237,Georgia,Putnam County,22047,22140,22585,93,445,38,210,70,339,-32,-129,0,1,127,580,127,581,-2,-7,90,90,90,9.390721073,15.15930688,-5.768585802,0.044717719,25.93627725,25.98099497
50,3,5,13,239,Georgia,Quitman County,2235,2224,2243,-11,19,5,22,13,32,-8,-10,0,0,-2,29,-2,29,-1,0,0,0,0,9.850011193,14.32728901,-4.477277815,0,12.98410566,12.98410566
50,3,5,13,241,Georgia,Rabun County,16883,16894,17119,11,225,41,152,89,294,-48,-142,0,2,61,369,61,371,-2,-4,372,372,372,8.937759092,17.28750772,-8.349748626,0.117602093,21.69758622,21.81518831
50,3,5,13,243,Georgia,Randolph County,6425,6377,6287,-48,-90,14,67,39,99,-25,-32,0,0,-22,-56,-22,-56,-1,-2,261,261,261,10.58117498,15.6348705,-5.053695515,0,-8.843967151,-8.843967151
50,3,5,13,245,Georgia,Richmond County,206607,206328,205673,-279,-655,628,2750,585,2468,43,282,1,21,-327,-990,-326,-969,4,32,12956,12956,12956,13.34948216,11.98055345,1.368928716,0.1019415,-4.805813578,-4.703872078
50,3,5,13,247,Georgia,Rockdale County,93570,93614,94082,44,468,253,911,249,901,4,10,-1,23,41,425,40,448,0,10,721,721,721,9.707186088,9.600630807,0.106555281,0.245077146,4.528599437,4.773676583
50,3,5,13,249,Georgia,Schley County,4547,4538,4478,-9,-60,16,50,10,49,6,1,1,0,-16,-61,-15,-61,0,0,0,0,0,11.09139308,10.86956522,0.221827862,0,-13.53149956,-13.53149956
50,3,5,13,251,Georgia,Screven County,14067,14060,14105,-7,45,32,176,58,199,-26,-23,0,0,19,66,19,66,0,2,441,441,441,12.49778093,14.13101367,-1.633232736,0,4.68666785,4.68666785
50,3,5,13,253,Georgia,Seminole County,9147,9138,9197,-9,59,24,92,31,126,-7,-34,0,0,0,93,0,93,-2,0,52,52,52,10.03545132,13.74420507,-3.70875375,0,10.14453232,10.14453232
50,3,5,13,255,Georgia,Spalding County,67306,67413,67909,107,496,219,815,260,990,-41,-175,0,2,150,665,150,667,-2,4,1267,1267,1267,12.0453437,14.63176719,-2.586423494,0.029559126,9.828409276,9.857968401
50,3,5,13,257,Georgia,Stephens County,26784,26800,26865,16,65,62,300,85,413,-23,-113,-1,3,40,174,39,177,0,1,567,567,567,11.18047144,15.39178235,-4.21131091,0.111804714,6.484673437,6.596478152
50,3,5,13,259,Georgia,Stewart County,5314,5295,5341,-19,46,8,35,15,74,-7,-39,1,92,-14,-7,-13,85,1,0,1233,1233,1233,6.581421587,13.91500564,-7.333584054,17.29973674,-1.316284317,15.98345243
50,3,5,13,261,Georgia,Sumter County,29616,29553,29283,-63,-270,73,342,107,386,-34,-44,0,3,-29,-230,-29,-227,0,1,1548,1548,1548,11.62553539,13.1212183,-1.495682915,0.101978381,-7.818342511,-7.716364131
50,3,5,13,263,Georgia,Talbot County,5733,5731,5742,-2,11,12,44,13,107,-1,-63,0,0,0,75,0,75,-1,-1,0,0,0,7.670182167,18.65248845,-10.98230628,0,13.07417415,13.07417415
50,3,5,13,265,Georgia,Taliaferro County,1559,1557,1558,-2,1,1,12,10,29,-9,-17,0,1,7,17,7,18,0,0,7,7,7,7.704654896,18.61958267,-10.91492777,0.642054575,10.91492777,11.55698234
50,3,5,13,267,Georgia,Tattnall County,22842,22852,23052,10,200,60,238,62,282,-2,-44,1,6,11,237,12,243,0,1,3888,3888,3888,10.36946671,12.28651098,-1.917044266,0.261415127,10.32589753,10.58731265
50,3,5,13,269,Georgia,Taylor County,7816,7814,7799,-2,-15,20,86,29,104,-9,-18,0,0,8,3,8,3,-1,0,137,137,137,11.01646064,13.32223147,-2.305770832,0,0.384295139,0.384295139
50,3,5,13,271,Georgia,Telfair County,12477,12461,12414,-16,-47,32,135,45,209,-13,-74,0,18,-2,7,-2,25,-1,2,2358,2358,2358,10.85427136,16.8040201,-5.949748744,1.447236181,0.56281407,2.010050251
50,3,5,13,273,Georgia,Terrell County,9185,9153,8964,-32,-189,25,97,44,108,-19,-11,0,0,-13,-175,-13,-175,0,-3,264,264,264,10.70817464,11.92250373,-1.214329083,0,-19.31887178,-19.31887178
50,3,5,13,275,Georgia,Thomas County,45798,45766,45842,-32,76,109,538,138,608,-29,-70,0,-2,-1,142,-1,140,-2,6,614,614,614,11.74569907,13.27394987,-1.528250808,-0.043664309,3.100165924,3.056501616
50,3,5,13,277,Georgia,Tift County,41344,41348,41212,4,-136,130,518,122,464,8,54,-1,-5,-3,-188,-4,-193,0,3,1540,1540,1540,12.54844961,11.24031008,1.308139535,-0.121124031,-4.554263566,-4.675387597
50,3,5,13,279,Georgia,Toombs County,27030,27052,26911,22,-141,107,363,115,395,-8,-32,0,3,31,-117,31,-114,-1,5,342,342,342,13.4536627,14.63966051,-1.185997813,0.111187295,-4.336304505,-4.22511721
50,3,5,13,281,Georgia,Towns County,12493,12539,12875,46,336,21,87,57,209,-36,-122,0,2,84,463,84,465,-2,-7,1176,1176,1176,6.846619973,16.44762729,-9.601007319,0.157393563,36.43660974,36.59400331
50,3,5,13,283,Georgia,Treutlen County,6406,6390,6306,-16,-84,20,65,27,98,-7,-33,-3,-3,-5,-48,-8,-51,-1,0,386,386,386,10.2394455,15.43793321,-5.198487713,-0.472589792,-7.561436673,-8.034026465
50,3,5,13,285,Georgia,Troup County,69426,69388,69720,-38,332,191,864,222,895,-31,-31,1,48,-8,305,-7,353,0,10,1973,1973,1973,12.42200305,12.86769992,-0.445696869,0.69011128,4.385082095,5.075193375
50,3,5,13,287,Georgia,Turner County,9006,8971,8966,-35,-5,19,118,41,93,-22,25,0,0,-13,-32,-13,-32,0,2,405,405,405,13.15716118,10.36962703,2.787534147,0,-3.568043709,-3.568043709
50,3,5,13,289,Georgia,Twiggs County,8022,7986,7856,-36,-130,10,68,46,167,-36,-99,0,4,1,-36,1,-32,-1,1,78,78,78,8.58477465,21.08319657,-12.49842192,0.504986744,-4.544880697,-4.039893953
50,3,5,13,291,Georgia,Union County,24632,24766,25521,134,755,34,160,121,412,-87,-252,0,-1,225,1025,225,1024,-4,-17,231,231,231,6.363473661,16.38594468,-10.02247102,-0.03977171,40.76600314,40.72623143
50,3,5,13,293,Georgia,Upson County,27700,27712,27720,12,8,69,306,124,471,-55,-165,3,1,65,169,68,170,-1,3,402,402,402,11.04055419,16.9937942,-5.953240006,0.036080243,6.097560976,6.133641218
50,3,5,13,295,Georgia,Walker County,67654,67711,68510,57,799,167,744,223,981,-56,-237,0,12,115,1031,115,1043,-2,-7,1148,1148,1148,10.9234259,14.40306561,-3.479639703,0.176184289,15.13716681,15.3133511
50,3,5,13,297,Georgia,Walton County,96673,97135,99853,462,2718,254,1089,265,1099,-11,-10,-1,13,473,2745,472,2758,1,-30,697,697,697,11.05651106,11.15804008,-0.101529027,0.131987735,27.86971795,28.00170569
50,3,5,13,299,Georgia,Ware County,36251,36218,36033,-33,-185,112,484,140,563,-28,-79,0,1,-4,-113,-4,-112,-1,6,2399,2399,2399,13.39773844,15.58455938,-2.186820944,0.027681278,-3.127984388,-3.10030311
50,3,5,13,301,Georgia,Warren County,5215,5205,5240,-10,35,12,62,28,76,-16,-14,0,0,5,50,5,50,1,-1,71,71,71,11.87170895,14.55241743,-2.680708473,0,9.573958832,9.573958832
50,3,5,13,303,Georgia,Washington County,19988,19927,19785,-61,-142,51,192,69,317,-18,-125,0,2,-43,-24,-43,-22,0,5,1766,1766,1766,9.669621273,15.96494762,-6.29532635,0.100725222,-1.208702659,-1.107977438
50,3,5,13,305,Georgia,Wayne County,30144,30155,30380,11,225,104,319,96,389,8,-70,0,3,3,292,3,295,0,0,1995,1995,1995,10.5393574,12.85206905,-2.312711654,0.099116214,9.647311473,9.746427687
50,3,5,13,307,Georgia,Webster County,2348,2350,2367,2,17,3,17,7,15,-4,2,0,0,6,15,6,15,0,0,0,0,0,7.207971168,6.35997456,0.847996608,0,6.35997456,6.35997456
50,3,5,13,309,Georgia,Wheeler County,7471,7430,7471,-41,41,10,60,24,73,-14,-13,0,0,-27,54,-27,54,0,0,2360,2360,2360,8.053150795,9.798000134,-1.744849339,0,7.247835716,7.247835716
50,3,5,13,311,Georgia,White County,28003,28090,28442,87,352,55,264,101,405,-46,-141,0,3,134,496,134,499,-1,-6,668,668,668,9.339842921,14.32816812,-4.988325196,0.106134579,17.54758367,17.65371825
50,3,5,13,313,Georgia,Whitfield County,102864,102727,102848,-137,121,298,1206,256,995,42,211,1,-18,-184,-97,-183,-115,4,25,952,952,952,11.73294418,9.68016539,2.052778791,-0.17511857,-0.943694515,-1.118813085
50,3,5,13,315,Georgia,Wilcox County,8766,8731,8739,-35,8,14,70,31,130,-17,-60,0,-1,-18,68,-18,67,0,1,1865,1865,1865,8.013737836,14.88265598,-6.868918145,-0.114481969,7.784773898,7.670291929
50,3,5,13,317,Georgia,Wilkes County,9565,9556,9513,-9,-43,31,73,36,157,-5,-84,0,0,-3,41,-3,41,-1,0,137,137,137,7.656405685,16.46651634,-8.810110651,0,4.300173056,4.300173056
50,3,5,13,319,Georgia,Wilkinson County,8877,8844,8831,-33,-13,33,87,46,117,-13,-30,0,0,-21,17,-21,17,1,0,158,158,158,9.844413013,13.23903819,-3.394625177,0,1.923620934,1.923620934
50,3,5,13,321,Georgia,Worth County,20784,20719,20554,-65,-165,54,185,82,236,-28,-51,0,1,-36,-117,-36,-116,-1,2,166,166,166,8.964698471,11.43604778,-2.471349308,0.04845783,-5.66956606,-5.621108231
40,4,9,15,0,Hawaii,Hawaii,1455271,1451911,1441553,-3360,-10358,4002,15904,3773,14648,229,1256,38,1077,-3571,-12603,-3533,-11526,-56,-88,42136,42136,42136,10.99305193,10.12488837,0.868163558,0.744436426,-8.711357736,-7.96692131
